"Powertrain","Year","Country","chemistry","MWh","unit","share_units","kwh_veh","kwh_veh_total"
"BEV","2022","Brazil","LFP",67.4814,1646,0.196513849092646,11.5699382114861,58.8759431709647
"BEV","2022","Brazil","NMC 622",221.957731759426,3583.89774545852,0.427876999219021,25.191661890182,58.8759431709647
"BEV","2022","Brazil","NMC 532",97.1857291117237,1531.87605936094,0.182888736790944,10.7677468739131,58.8759431709647
"BEV","2022","Brazil","NMC 811",81.0118232769549,1240.30552783491,0.148078501412955,8.71826143403075,58.8759431709647
"BEV","2022","Brazil","NCA",6.454,82,0.00978987583572111,0.576388173354716,58.8759431709647
"BEV","2022","Bulgaria","NMC 111",1.63862601766324,29.2491692341522,0.0285357748625875,1.84645951207189,64.7068292682927
"BEV","2022","Bulgaria","LFP",0.3156,6,0.00585365853658537,0.378771683521713,64.7068292682927
"BEV","2022","Bulgaria","NMC 622",23.4373689225949,394.897600664285,0.385265951867595,24.9293381703828,64.7068292682927
"BEV","2022","Bulgaria","NMC 532",9.57836340680098,179.680257197434,0.175297811899936,11.3429655857144,64.7068292682927
"BEV","2022","Bulgaria","NMC 811",14.6095416529409,195.172972904128,0.190412656491832,12.3209992541391,64.7068292682927
"BEV","2022","Bulgaria","NMC 721",9.945,135,0.131707317073171,8.52236287923855,64.7068292682927
"BEV","2022","Bulgaria","NMCA 89:4:4:3",6.8,85,0.0829268292682927,5.36593218322427,64.7068292682927
"BEV","2022","Cambodia","LFP",5.3263,257,0.992277992277992,21.0956768682637,21.2598455598456
"BEV","2022","Cambodia","NMC 622",0.18,2,0.00772200772200772,0.164168691581819,21.2598455598456
"BEV","2022","Canada","NMC 111",115.723062785766,1504.5239697385,0.0177011149905702,1.31928965769498,74.531443832651
"BEV","2022","Canada","LFP",358.435,6517,0.0766741964327733,5.71463856484289,74.531443832651
"BEV","2022","Canada","NMC 622",1734.7204489116,25312.3119404603,0.297805919578101,22.1959051680662,74.531443832651
"BEV","2022","Canada","NMC 532",390.424135056812,5075.9326223921,0.0597196647182467,4.45099283665275,74.531443832651
"BEV","2022","Canada","NMC 811",683.761953245823,9403.2314674091,0.110631458744048,8.24552235350625,74.531443832651
"BEV","2022","Canada","NMC 721",148.056,1880,0.0221186879382559,1.64853774772206,74.531443832651
"BEV","2022","Canada","NCA",2903.754,35303,0.415348957598005,30.9565575041658,74.531443832651
"BEV","2022","Chile","NMC 111",1.12482407107954,16.4328304374087,0.00979894480465635,0.607815632894719,62.0286821705426
"BEV","2022","Chile","LFP",6.6068,124,0.0739415623136553,4.5864976679471,62.0286821705426
"BEV","2022","Chile","NMC 622",20.8792948229431,318.363294082538,0.189840962482133,11.7755847247542,62.0286821705426
"BEV","2022","Chile","NMC 532",66.0909087629603,1089.44075187448,0.6496367035626,40.2961086116035,62.0286821705426
"BEV","2022","Chile","NMC 811",4.775272343017,69.7631236055732,0.0415999544457801,2.58039035262634,62.0286821705426
"BEV","2022","Chile","NCA",4.545,59,0.0351818723911747,2.18228518071676,62.0286821705426
"BEV","2022","China","NMC 111",5307.64684703274,95853.5670620485,0.0205545439745902,1.08286204465349,52.6823677524609
